Entrez	Symbol	L_waltii	L_thermotolerans	L_kluyveri	E_cymbalariae	E_gossypii	K_lactis	T_delbrueckii	Z_rouxii	S_cerevisiae	S_mikatae	S_kudriavzevii	S_bayanus	C_glabrata	K_africana	K_naganishii	N_castellii	N_dairenensis	T_blattae	T_phaffii	V_polyspora
3386	YBR222C	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1
3387	YBR225W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1
3388	YBR227C	2	2	2	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
3389	YBR230C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1
3390	YBR240C	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	1
3391	YBR244W	1	1	1	1	2	1	1	2	1	1	1	1	1	1	1	1	1	0	1	1
3392	YBR248C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1
3393	YBR250W	1	1	1	2	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1
3394	YBR264C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1
3395	YBR274W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1
3396	YBR275C	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
3397	YBR281C	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
3398	YBR284W	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1
3399	YBR285W	1	1	1	0	0	1	1	1	1	1	1	1	0	1	0	0	0	1	0	0
3400	YBR287W	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
3401	YBR293W	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0
3402	YBR294W	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0
3403	YBR295W	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0
3404	YBR296C	1	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0
3405	YBR297W	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0
3406	YCL002C	0	0	1	0	0	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1
3407	YCL010C	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
3408	YCL021W-A	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0
3409	YCL026C-A	1	1	1	0	0	2	1	1	1	1	2	2	1	1	1	2	1	1	1	1
3410	YCL026C-B	0	0	0	0	0	0	0	0	2	1	2	2	0	0	1	1	2	1	1	1
3411	YCL028W	1	1	1	1	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1
3412	YCL030C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1
3413	YCL037C	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
3414	YCL047C	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1
3415	YCL049C	0	0	0	0	0	0	0	0	1	1	1	1	1	0	0	1	1	0	0	1
3416	YCL056C	1	1	1	1	0	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1
3417	YCL057W	0	0	2	0	1	1	0	2	1	1	1	1	2	2	2	2	2	1	1	2
3418	YCL058W-A	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
3419	YCL064C	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	2	1	1	1
3420	YCL066W	1	2	0	1	0	2	1	1	1	0	0	1	1	0	1	1	1	1	1	1
3421	YCL067C	1	1	0	1	0	1	1	1	1	0	0	1	1	0	1	1	1	1	1	1
3422	YCR004C	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
3423	YCR007C	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0
3424	YCR010C	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
3425	YCR014C	1	1	0	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
3426	YCR018C	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0
3427	YCR019W	1	1	1	1	0	1	1	1	1	1	1	1	1	0	0	1	1	0	0	1
3428	YCR020C	1	2	1	0	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1
3429	YCR021C	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0
3430	YCR023C	0	0	1	0	1	0	0	1	1	1	1	1	0	0	0	1	1	1	1	0
3431	YCR024C-A	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1
3432	YCR026C	0	0	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1
3433	YCR027C	1	1	1	0	0	1	2	1	1	1	1	1	0	0	0	1	1	1	1	1
3434	YCR028C	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
3435	YCR039C	1	0	0	1	0	0	0	1	1	1	1	1	1	1	0	0	0	1	1	0
3436	YCR040W	1	0	0	1	0	0	0	1	1	1	1	1	1	1	0	0	0	1	1	0
3437	YCR042C	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
3438	YCR043C	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1
3439	YCR060W	0	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1
3440	YCR061W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1
3441	YCR075C	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
3442	YCR089W	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1
3443	YCR098C	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0
3444	YCR105W	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
3445	YCR106W	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1
3446	YDL003W	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
3447	YDL012C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1
3448	YDL013W	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
3449	YDL018C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1
3450	YDL020C	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
3451	YDL024C	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0
3452	YDL027C	2	2	2	0	0	2	2	1	1	2	2	2	2	2	2	2	0	0	2	1
3453	YDL029W	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1
3454	YDL031W	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
3455	YDL035C	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
3456	YDL037C	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0
3457	YDL049C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	0
3458	YDL053C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
3459	YDL057W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1
3460	YDL069C	2	2	2	2	1	2	1	2	2	2	2	2	1	1	0	1	0	1	1	1
3461	YDL076C	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
3462	YDL078C	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
3463	YDL086W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1
3464	YDL093W	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	0	0	0
3465	YDL112W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1
3466	YDL113C	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
3467	YDL114W	0	0	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1
3468	YDL122W	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
3469	YDL123W	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
3470	YDL129W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	1	1
3471	YDL130W	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
3472	YDL144C	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
3473	YDL150W	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1
3474	YDL154W	0	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
3475	YDL164C	2	1	2	0	1	1	1	1	2	1	2	2	2	1	2	1	1	1	2	2
3476	YDL167C	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
3477	YDL168W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	0	1	1
3478	YDL169C	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	2
3479	YDL170W	1	1	1	0	0	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0
3480	YDL171C	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1
3481	YDL176W	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1
3482	YDL184C	1	1	1	1	1	1	1	1	1	0	0	0	1	1	0	1	1	0	1	1
3483	YDL189W	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1
3484	YDL197C	0	0	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	0	1
3485	YDL199C	1	1	1	0	0	1	1	1	1	1	1	1	0	1	0	0	0	0	0	0
3486	YDL200C	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1
3487	YDL204W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
3488	YDL206W	1	2	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
3489	YDL209C	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
3490	YDL210W	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0
3491	YDL218W	1	1	0	0	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1
3492	YDL222C	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	1
3493	YDL227C	0	0	0	0	0	0	1	1	1	1	0	1	1	0	1	1	1	1	1	1
3494	YDL232W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1
3495	YDL238C	1	1	1	0	0	1	1	1	1	1	1	1	1	0	1	1	1	0	1	1
3496	YDL241W	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0
3497	YDR011W	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1
3498	YDR014W-A	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1
3499	YDR017C	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
3500	YDR019C	2	2	2	0	0	2	2	2	2	1	2	2	1	1	1	2	1	1	1	2
3501	YDR020C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1
3502	YDR022C	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1
3503	YDR030C	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1
3504	YDR031W	1	1	1	1	1	0	1	1	1	1	1	1	0	0	0	0	0	1	1	1
3505	YDR034W-B	0	0	1	0	0	1	1	0	1	1	1	1	0	1	0	1	1	1	1	1
3506	YDR037W	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
3507	YDR039C	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	1	0
3508	YDR042C	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0
3509	YDR051C	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
3510	YDR056C	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
3511	YDR061W	1	1	1	1	0	1	2	1	1	1	1	1	1	1	1	2	1	1	1	1
3512	YDR070C	0	2	2	0	0	2	2	2	2	2	2	2	2	2	2	2	1	1	2	2
3513	YDR072C	1	2	2	1	0	1	2	2	2	2	2	2	1	2	1	1	1	1	2	2
3514	YDR077W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0
3515	YDR086C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1
3516	YDR089W	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1
3517	YDR090C	1	1	1	0	0	1	0	0	1	1	1	1	1	1	1	1	1	0	1	1
3518	YDR100W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1
3519	YDR104C	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1
3520	YDR106W	1	1	1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1	0
3521	YDR119W	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1
3522	YDR124W	1	1	1	1	1	0	1	1	1	1	1	1	0	1	0	1	1	1	0	1
3523	YDR127W	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
3524	YDR130C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1
3525	YDR131C	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
3526	YDR146C	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
3527	YDR160W	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	0	0
3528	YDR172W	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
3529	YDR176W	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
3530	YDR210W	1	1	0	0	0	1	0	1	1	1	1	1	1	0	1	1	0	0	0	0
3531	YDR216W	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
3532	YDR218C	0	0	1	1	1	1	0	1	1	1	1	1	1	2	2	1	1	1	1	1
3533	YDR219C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1
3534	YDR222W	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
3535	YDR224C	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1
3536	YDR225W	1	1	1	1	2	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1
3537	YDR235W	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
3538	YDR242W	1	0	1	0	0	0	1	0	1	1	1	1	0	0	1	1	1	0	0	0
3539	YDR248C	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
3540	YDR254W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1
3541	YDR259C	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1
3542	YDR260C	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1
3543	YDR261C	2	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1
3544	YDR262W	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1
3545	YDR276C	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1
3546	YDR281C	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0
3547	YDR282C	2	2	2	2	2	2	2	2	2	2	1	2	1	2	0	0	0	0	2	2
3548	YDR283C	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
3549	YDR287W	1	1	1	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1
3550	YDR294C	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
3551	YDR303C	0	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1
3552	YDR314C	0	0	1	0	0	0	0	1	1	1	1	1	1	1	1	0	0	1	1	1
3553	YDR317W	1	1	1	1	2	1	1	1	1	1	1	1	1	1	0	0	0	1	1	1
3554	YDR324C	1	1	1	0	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
3555	YDR334W	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
3556	YDR338C	2	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1
3557	YDR342C	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	0	1	0	0
3558	YDR343C	1	1	1	1	1	0	1	0	1	1	1	1	1	0	1	1	1	1	0	0
3559	YDR368W	1	1	1	0	1	0	1	1	1	1	1	1	1	1	2	1	1	1	1	1
3560	YDR370C	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
3561	YDR374W-A	1	1	1	0	1	1	1	1	1	1	1	1	1	0	0	1	1	0	1	0
3562	YDR380W	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
3563	YDR382W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
3564	YDR383C	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1
3565	YDR387C	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
3566	YDR391C	0	0	0	0	0	0	0	0	1	1	1	1	1	0	0	0	0	0	0	0
3567	YDR399W	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
3568	YDR402C	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
3569	YDR404C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1
3570	YDR405W	2	1	2	1	2	2	2	2	2	1	2	2	1	1	0	1	1	1	1	2
3571	YDR412W	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
3572	YDR415C	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
3573	YDR416W	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
3574	YDR419W	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
3575	YDR420W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1
3576	YDR421W	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
3577	YDR422C	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1
3578	YDR428C	1	1	1	1	1	0	1	1	1	1	1	1	0	0	0	0	0	0	1	1
3579	YDR452W	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
3580	YDR459C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1
3581	YDR461C-A	1	1	1	0	1	1	1	0	1	1	1	1	1	1	1	1	1	0	0	0
3582	YDR461W	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0
3583	YDR482C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
3584	YDR488C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
3585	YDR493W	1	2	2	0	2	2	2	2	2	2	2	2	1	2	2	2	2	1	2	2
3586	YDR497C	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
3587	YDR503C	1	2	1	1	1	1	0	1	1	1	1	1	1	1	0	1	1	1	1	1
3588	YDR506C	1	1	0	1	0	1	1	1	1	1	2	1	1	1	1	0	0	0	1	1
3589	YDR510W	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
3590	YDR519W	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1
3591	YDR520C	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1
3592	YDR524C	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0
3593	YDR525W-A	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
3594	YDR532C	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
3595	YDR533C	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0
3596	YDR536W	2	2	2	2	1	2	2	2	1	2	1	2	0	0	0	0	0	0	0	0
3597	YDR538W	0	0	0	0	0	0	0	0	2	2	2	2	0	0	0	0	0	0	0	0
3598	YDR539W	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0
3599	YDR540C	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
3600	YDR541C	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
3601	YEL001C	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
3602	YEL004W	0	1	1	0	0	1	1	0	1	1	1	1	0	0	1	0	0	0	0	0
3603	YEL011W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1
3604	YEL017W	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1
3605	YEL020C	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1
3606	YEL025C	0	0	1	0	0	0	1	1	1	1	1	1	1	1	1	2	1	0	1	1
3607	YEL029C	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
3608	YEL040W	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
3609	YEL049W	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0
3610	YEL057C	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0
3611	YEL059C-A	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	1	1	1
3612	YEL064C	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	0	0	0
3613	YEL065W	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	1	1	0	0	1
3614	YEL066W	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0
3615	YEL069C	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
3616	YEL070W	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
3617	YEL077C	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0
3618	YER001W	0	0	0	0	0	0	0	0	2	2	2	2	0	0	0	0	0	0	0	0
3619	YER004W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1
3620	YER010C	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	0	0
3621	YER011W	0	0	0	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	0
3622	YER024W	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
3623	YER028C	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
3624	YER033C	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
3625	YER046W	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1
3626	YER047C	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1
3627	YER051W	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	1	1
3628	YER053C	1	1	1	0	0	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1
3629	YER053C-A	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
3630	YER055C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1
3631	YER060W	0	0	0	0	0	0	0	0	1	1	1	1	0	0	1	0	0	0	0	0
3632	YER060W-A	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1
3633	YER063W	1	1	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1
3634	YER066W	0	0	0	0	0	0	0	0	1	1	0	1	0	0	1	0	0	0	0	0
3635	YER073W	2	2	2	0	2	2	2	2	2	2	2	2	2	2	2	2	2	0	0	0
3636	YER075C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1
3637	YER079W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1
3638	YER085C	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0
3639	YER106W	1	1	1	0	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1
3640	YER115C	2	2	1	1	1	1	2	1	1	1	1	1	1	1	0	1	0	1	0	1
3641	YER124C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1
3642	YER145C	0	0	1	1	1	0	1	1	1	1	1	1	1	0	1	1	1	0	1	1
3643	YER162C	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1
3644	YER163C	0	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1
3645	YER164W	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
3646	YER167W	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
3647	YER175C	1	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1
3648	YER176W	1	1	1	0	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1
3649	YER180C-A	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1
3650	YER184C	0	1	1	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0
3651	YER185W	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
3652	YFL003C	0	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
3653	YFL007W	1	1	1	0	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1
3654	YFL009W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1
3655	YFL011W	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0
3656	YFL012W	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0
3657	YFL014W	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1
3658	YFL020C	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0
3659	YFL021W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1
3660	YFL030W	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1
3661	YFL034W	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
3662	YFL041W	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1
3663	YFL042C	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
3664	YFL050C	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0
3665	YFL051C	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0
3666	YFL053W	1	1	0	0	0	0	1	0	1	1	1	1	0	0	0	0	0	0	0	0
3667	YFL054C	1	1	0	0	0	0	1	0	1	1	1	1	0	0	0	0	0	0	0	0
